ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,PAY_AMT3,default payment next month
352,200000,Male,Graduate,Married,36,1,-2,-1,-14386,-13543,10118,47015,0,0
353,380000,Male,Graduate,Single,30,1,-2,-2,0,0,0,0,0,1
354,80000,Female,University,Single,43,0,0,0,77057,78102,3177,2600,3000,0
355,50000,Male,High_School,Married,58,2,2,2,15899,18720,3400,0,1000,0
356,180000,Male,University,Married,45,-1,0,0,27679,28422,1481,2000,1100,1
357,240000,Female,University,Single,26,0,0,0,141315,128940,6349,5834,3870,0
358,380000,Male,University,Single,34,0,0,0,194314,179206,9010,35000,5000,0
359,110000,Female,Other,Single,24,0,0,0,83755,77431,3000,2900,2900,0
360,260000,Male,Graduate,Married,34,-1,-1,-1,49657,291,291,51058,35696,0
361,500000,Female,University,Single,23,4,3,2,507726,509229,10000,0,14000,1
362,320000,Female,University,Single,30,0,0,0,71305,71151,2589,2568,2570,0
363,50000,Male,University,Single,32,4,3,2,45734,44741,0,0,1262,0
364,110000,Male,Graduate,Married,40,1,-2,-1,0,0,0,2066,0,1
365,230000,Female,Graduate,Single,35,-2,-2,-2,761,300,300,399,665,0
366,330000,Female,University,Married,56,1,-1,-1,-9,1520,1529,1507,0,0
367,50000,Female,University,Married,61,0,0,0,47166,49396,3000,2237,975,0
368,10000,Male,University,Single,24,-1,2,2,2887,1923,0,1500,0,0
369,300000,Male,Graduate,Married,40,1,-2,-2,0,0,0,0,0,0
370,20000,Female,University,Married,32,3,2,0,20631,20010,0,1168,384,1
371,180000,Male,University,Married,36,2,2,-2,83538,0,0,0,0,1
372,160000,Male,Graduate,Single,30,-1,-1,-1,99,2977,2977,15086,9123,0
373,90000,Female,Graduate,Single,34,0,0,0,34302,35089,1640,9000,0,0
374,30000,Male,High_School,Single,54,0,0,0,22987,22298,2500,2000,1500,0
375,180000,Male,Graduate,Married,46,0,0,0,173267,174590,8100,5299,3305,0
376,30000,Male,High_School,Married,58,0,0,0,19143,20168,1640,1700,915,0
377,30000,Male,University,Married,43,1,2,0,20518,19901,0,1342,946,0
378,140000,Female,Graduate,Single,28,-1,0,0,10833,14446,14000,3855,4991,0
379,210000,Male,Graduate,Single,30,0,0,0,69937,71906,3500,3000,2000,0
380,50000,Male,University,Single,31,0,0,0,20526,15129,2000,3000,327,1
381,130000,Female,University,Single,29,0,0,0,89055,90780,4200,2575,2600,0
382,50000,Female,University,Married,37,2,2,2,1894,3200,1500,400,200,1
383,140000,Male,High_School,Married,36,0,0,0,100594,78372,3000,30000,4000,0
384,170000,Female,University,Single,28,-1,0,0,2948,3848,1105,1903,0,1
385,80000,Male,University,Single,25,0,0,0,22619,31429,10010,1209,579,0
386,410000,Female,Other,Married,42,0,0,0,338106,342904,15000,14000,9000,0
387,80000,Female,Graduate,Single,29,1,-1,-1,0,80000,80000,0,0,0
388,80000,Male,High_School,Married,73,-1,0,0,63144,65631,3500,4330,3500,1
389,150000,Male,University,Married,43,0,0,0,153249,154049,7900,6500,5700,0
390,260000,Male,Graduate,Married,30,-1,-1,-1,1131,291,291,582,0,1
391,350000,Male,Graduate,Married,38,1,-2,-2,0,0,0,0,0,0
392,280000,Female,University,Married,39,1,-1,0,-1312,35918,38621,2000,1130,1
393,310000,Male,University,Married,44,0,0,0,103797,91989,4400,4013,3011,0
394,140000,Female,University,Single,29,0,0,0,20110,17102,3000,3000,3000,0
395,360000,Male,Graduate,Married,51,-1,-1,-1,38000,25000,25000,0,0,0
396,140000,Female,Graduate,Single,27,0,0,0,142428,144105,10000,10000,6000,0
397,100000,Male,Graduate,Single,38,0,0,0,40810,42653,2502,1200,860,0
398,50000,Female,University,Single,22,-2,-2,-2,0,0,0,0,848,0
399,210000,Female,University,Married,30,0,0,0,104701,106134,4002,5000,3500,0
400,120000,Female,University,Single,25,2,2,2,120298,120822,4007,0,8272,0
401,240000,Male,Graduate,Single,29,0,0,0,156362,132280,5233,3289,2072,0
402,60000,Female,High_School,Single,42,0,0,0,41322,29091,1488,1394,962,0
403,150000,Male,Graduate,Single,41,-1,-1,-1,1464,2084,2091,384,0,1
404,30000,Male,University,Married,48,0,0,0,27879,28870,1774,1710,1046,0
405,160000,Female,Graduate,Single,29,2,2,2,160432,163916,7500,0,11558,1
406,200000,Male,Graduate,Married,52,-2,-2,-2,3858,2690,2690,3487,0,0
407,120000,Female,University,Married,25,0,0,0,26476,21393,6000,0,0,0
408,500000,Male,Graduate,Married,37,1,2,0,507062,491956,325,15296,12137,0
409,320000,Female,Graduate,Single,27,0,0,0,55607,62893,11404,8232,10450,0
410,280000,Male,Graduate,Single,31,0,0,0,168382,175646,10000,8000,6371,0
411,60000,Female,Graduate,Single,23,1,2,2,29332,28577,0,2709,1600,1
412,200000,Female,Graduate,Married,38,-1,-1,-2,190,0,0,0,367,0
413,230000,Female,Graduate,Married,32,1,-2,-1,0,0,0,2809,4606,0
414,230000,Female,University,Single,27,1,2,0,13668,12647,0,1064,423,1
415,480000,Female,High_School,Married,41,-2,-2,-2,14867,26665,26734,199982,9033,0
416,50000,Female,High_School,Married,35,-1,-1,-1,22500,5000,5000,0,0,0
417,200000,Female,Graduate,Single,31,-2,-2,-2,7184,14845,17507,1102,0,0
418,50000,Female,Graduate,Single,30,0,0,0,14811,16262,2000,1600,1200,0
419,50000,Male,University,Married,48,0,0,0,44338,43048,3629,3332,2000,0
420,260000,Female,Graduate,Single,36,1,-2,-2,0,0,0,0,0,1
421,30000,Male,Graduate,Single,24,2,0,0,25265,26354,1500,1800,1007,0
422,440000,Female,Graduate,Single,29,0,0,0,169661,167199,8071,9021,7013,0
423,230000,Female,University,Single,38,-1,-1,-1,10237,2795,2795,1350,371,0
424,200000,Male,University,Married,38,2,2,2,104978,105924,4500,0,3500,1
425,490000,Female,University,Married,30,0,0,0,192586,197967,10000,7143,7306,0
426,80000,Female,University,Married,32,-1,-1,-2,11262,0,0,0,0,0
427,20000,Female,High_School,Single,49,2,2,2,9551,12081,3000,1500,0,1
428,170000,Female,Graduate,Single,31,-1,-1,-1,199,199,199,199,398,1
429,70000,Male,Graduate,Single,27,0,0,0,70119,68536,3600,1646,600,0
430,210000,Female,University,Single,33,0,0,0,212601,177946,6000,4500,5000,0
431,90000,Female,University,Single,25,0,0,0,91894,71732,3200,3300,3000,0
432,390000,Female,Graduate,Single,27,0,0,0,304867,299998,13007,10612,10041,1
433,110000,Female,Graduate,Single,29,0,0,0,48123,49537,2500,2500,2000,0
434,580000,Female,Graduate,Married,36,0,0,0,159760,162189,6422,6565,5951,0
435,360000,Male,High_School,Married,55,0,0,-1,9210,8485,6015,17454,1775,0
436,270000,Female,University,Married,32,1,2,2,234752,233036,10000,8000,0,1
437,60000,Female,Graduate,Single,27,-1,-1,-2,14072,0,0,0,300,0
438,110000,Male,High_School,Married,37,0,0,0,61807,62499,2300,2200,2300,0
439,50000,Female,Graduate,Married,25,0,0,0,51044,50231,2500,3008,1000,0
440,80000,Female,Graduate,Single,23,0,0,0,77024,73281,3212,1600,956,1
441,50000,Male,University,Single,23,-1,-1,-1,350,350,350,400,1695,0
442,100000,Male,Graduate,Single,32,0,0,0,83831,85586,4000,4037,6500,0
443,30000,Female,Graduate,Single,26,1,-2,-1,0,0,0,945,0,0
444,200000,Female,Graduate,Single,27,0,0,0,122923,124653,5704,5930,4000,0
445,240000,Male,Graduate,Single,44,0,0,0,246135,231443,12026,9010,7400,1
446,220000,Male,University,Single,34,0,0,0,37304,33304,1600,1500,1100,0
447,160000,Female,Graduate,Single,28,0,0,0,146433,107604,4500,4400,3000,0
448,180000,Female,Graduate,Married,53,-1,-1,-1,46122,1260,1260,29366,54,0
449,200000,Male,Other,Married,42,0,0,0,38564,38246,5000,1485,1956,0
450,140000,Female,High_School,Married,30,0,0,0,96304,98007,4505,12906,0,0
451,380000,Male,Graduate,Married,51,1,-2,-2,0,0,0,0,0,1
452,600000,Male,Graduate,Married,53,2,2,0,467150,458862,0,18000,16000,1
453,260000,Male,University,Single,37,0,0,0,255691,262736,14000,5022,130000,0
454,200000,Female,Graduate,Single,26,0,0,-2,156786,179,179,1443,1443,0
455,80000,Male,University,Single,42,0,0,0,78129,28202,2500,51432,1800,0
456,40000,Male,University,Single,39,0,0,0,40034,36549,2027,1207,301,0
457,130000,Male,High_School,Single,39,1,2,2,71034,69329,0,6000,0,0
458,50000,Male,Graduate,Single,32,-1,0,0,23974,24131,1800,1900,1300,0
459,230000,Female,University,Married,41,-1,-1,-1,819,18163,18163,5654,12887,0
460,70000,Male,University,Married,48,0,0,0,50927,39883,2100,1217,500,1
461,180000,Female,University,Married,38,0,0,0,152510,151651,5657,10372,5000,0
462,80000,Female,University,Married,36,-1,-1,-1,1689,8638,8638,5723,2980,0
463,290000,Female,University,Single,26,0,0,0,20807,99860,80000,3000,3015,0
464,230000,Female,Graduate,Single,28,0,0,0,30141,131255,120093,8034,3013,0
465,170000,Female,High_School,Single,56,1,-2,-1,0,0,0,1991,0,0
466,230000,Male,Graduate,Married,59,-1,0,0,208459,206331,7536,7277,7100,1
467,220000,Male,Graduate,Single,38,0,0,0,212795,211043,8909,7500,9000,1
468,230000,Male,University,Single,32,0,0,0,28114,28006,1610,1224,655,0
469,500000,Male,University,Married,38,0,0,0,59372,49677,10026,7241,50091,0
470,90000,Female,Graduate,Married,41,-1,-1,-1,6160,3274,3276,6246,307,0
471,390000,Female,High_School,Single,35,0,0,0,355215,363325,13802,16525,8893,1
472,400000,Female,University,Single,41,0,0,0,366193,372700,14020,13595,6243,0
473,180000,Male,University,Married,34,-1,-1,-1,2927,2790,2790,1140,2144,0
474,60000,Male,High_School,Married,38,1,2,2,29295,30321,1800,1500,2000,0
475,120000,Female,University,Married,32,-1,-1,-1,4158,2682,2682,0,6440,0
476,60000,Female,University,Single,29,0,0,0,27199,28358,1900,1400,1000,0
477,50000,Male,Graduate,Single,44,0,0,0,50893,28527,1800,1500,1200,0
478,70000,Female,University,Married,37,0,0,0,66759,68200,2518,5950,0,0
479,500000,Female,Graduate,Married,38,-1,2,-1,600,300,0,501,300,0
480,200000,Male,Graduate,Single,31,-2,-2,-2,0,0,0,0,0,0
481,250000,Female,University,Married,40,0,0,0,44930,137101,120041,4435,0,0
482,140000,Male,University,Single,26,0,0,2,131367,146193,17000,0,11400,1
483,70000,Female,University,Single,28,0,0,0,41264,41799,2112,1200,758,0
484,90000,Male,High_School,Married,48,1,2,2,77604,73317,1700,4000,1600,0
485,100000,Female,University,Married,43,-1,-1,-1,2491,1709,1709,574,556,0
486,190000,Male,University,Married,31,0,0,0,177554,180633,7600,6303,4137,0
487,230000,Female,Graduate,Married,42,-1,-1,-1,6865,15111,15111,13165,0,0
488,320000,Male,University,Married,39,0,0,0,93768,91523,3317,3506,4218,0
489,220000,Female,University,Married,36,-1,-1,-1,396,1648,1648,792,0,1
490,260000,Female,Graduate,Married,34,-1,-1,-1,16426,6088,6277,4663,4140,0
491,90000,Female,University,Single,32,-2,-2,-2,573,0,157,0,0,0
492,30000,Female,University,Married,43,2,2,2,28703,26622,1300,2,1608,0
493,260000,Male,University,Single,30,0,0,0,98560,100980,4000,11900,207,0
494,170000,Female,University,Single,28,0,0,-1,28304,17616,4000,308,0,0
495,80000,Female,Graduate,Married,28,0,0,0,8574,9434,1203,1047,248,1
496,50000,Male,Graduate,Married,41,-1,-1,-1,508,672,1000,390,1000,0
497,200000,Female,High_School,Single,47,0,0,0,203183,202961,7521,7000,7000,0
498,20000,Male,University,Single,23,0,0,2,16440,20417,7403,0,820,0
499,250000,Female,Graduate,Married,49,-1,-1,-2,66,0,0,0,120,0
500,20000,Male,Graduate,Married,38,0,0,0,15912,17272,1623,3916,750,0
501,30000,Female,University,Married,38,0,0,0,20344,21705,2000,1500,2000,0
502,90000,Female,University,Married,35,1,2,2,23132,22474,0,6000,0,0
503,230000,Female,Other,Single,46,0,0,0,221590,227397,10000,9000,8000,0
504,130000,Female,Graduate,Married,33,0,0,0,19161,20544,2000,3000,0,1
505,30000,Male,Other,Married,53,-2,-2,-2,0,0,0,0,0,0
506,160000,Male,Graduate,Single,35,-1,-1,-1,396,396,396,396,0,0
507,500000,Female,University,Single,43,-1,-1,-1,3959,0,0,285138,4989,0
508,180000,Female,University,Single,28,0,0,0,42238,38741,2500,2000,1128,0
509,80000,Female,University,Married,30,0,0,0,21507,13207,1700,1400,200,0
510,120000,Male,Graduate,Single,26,-1,-1,-2,884,0,0,0,10446,0
511,130000,Male,University,Married,31,-1,-1,-1,1261,1261,1261,1261,1411,0
512,120000,Female,University,Single,35,-1,-1,-1,240,240,240,240,240,1
513,360000,Male,Graduate,Single,28,-1,-1,-1,20223,52962,53228,3997,1750,0
514,50000,Male,University,Single,23,2,2,2,29509,30741,2000,1500,1300,1
515,20000,Female,University,Single,23,0,0,2,18355,20259,2900,10,577,0
516,100000,Male,High_School,Married,56,0,0,-1,94265,53376,2385,88678,2169,0
517,70000,Male,High_School,Married,32,0,0,0,68739,67629,3060,3300,2610,0
518,50000,Male,University,Married,47,0,0,0,13917,16695,3000,5000,2000,0
519,10000,Female,University,Single,22,1,2,0,10250,8558,0,2126,390,0
520,290000,Female,Graduate,Married,34,0,0,0,93844,97708,6000,7000,5000,0
521,30000,Female,Graduate,Married,31,0,0,0,16496,17522,1597,1606,819,0
522,410000,Female,University,Single,27,1,-1,0,-58,32991,33049,16000,8700,0
523,360000,Male,Graduate,Single,28,-1,-1,-1,1210,820,390,75720,62520,1
524,140000,Female,University,Married,42,0,0,0,111496,112133,6022,3021,5012,1
525,210000,Female,Graduate,Single,32,0,0,0,67374,69489,3200,3200,2600,0
526,220000,Female,University,Single,27,-1,-1,-1,1692,13250,13250,433,1831,0
527,20000,Male,University,Single,27,1,2,0,18649,18066,0,1594,1000,0
528,620000,Female,University,Married,45,2,2,0,160837,156839,0,6200,6000,1
529,360000,Male,Graduate,Single,26,1,-2,-2,-8,-8,0,0,0,0
530,20000,Female,University,Single,21,-1,-1,2,18763,14410,14410,0,28,0
531,50000,Male,University,Single,23,0,0,0,34549,18552,2836,1200,13000,0
532,50000,Male,University,Single,30,0,0,0,97538,49187,2454,1588,780,0
533,10000,Male,University,Single,46,0,0,2,4073,6394,2400,0,871,1
534,100000,Female,High_School,Married,50,2,0,0,53849,55030,2050,7500,2500,1
535,50000,Male,Graduate,Single,26,-2,-2,-2,2411,3059,3068,2440,1807,0
536,60000,Male,University,Single,25,-1,-1,0,480,1675,1675,2500,578,0
537,440000,Female,Graduate,Single,35,0,0,0,330759,337794,13100,11000,10000,0
538,120000,Male,University,Married,44,0,0,0,92007,87939,5417,2847,2066,0
539,50000,Female,Graduate,Single,52,0,0,0,3257,4166,1000,0,0,0
540,110000,Female,University,Married,40,1,2,2,92638,90905,600,7300,3700,0
541,200000,Female,Graduate,Single,38,-1,-1,-2,399,0,0,0,0,0
542,150000,Female,Graduate,Single,28,1,-2,-2,0,0,0,0,0,0
543,30000,Female,University,Married,36,2,3,2,28778,28039,0,1000,0,1
544,100000,Female,Graduate,Single,24,0,0,0,30092,30486,1553,5000,87,0
545,360000,Female,Graduate,Married,34,-1,0,0,12339,10138,10000,13912,9785,0
546,390000,Female,Graduate,Single,31,0,0,0,50620,43220,5000,3000,3000,0
547,220000,Female,Graduate,Married,41,1,-2,-2,-65,-65,0,0,0,1
548,160000,Female,University,Single,25,-2,-2,-2,0,0,0,0,0,0
549,230000,Female,Graduate,Single,28,-1,-1,0,2403,7357,7357,2566,3000,0
550,120000,Male,Graduate,Single,27,0,0,0,52437,50473,5024,5000,5000,0
551,100000,Male,High_School,Married,52,0,0,2,4657,6068,1500,1000,1000,1
552,190000,Female,Graduate,Single,41,-1,-1,-1,28204,0,0,16500,0,1
553,50000,Male,Graduate,Married,56,0,0,0,50715,51073,2500,1500,1100,1
554,240000,Female,Graduate,Married,42,1,-1,-1,0,6370,6370,0,0,0
555,40000,Female,University,Single,24,-2,-2,-2,35285,36714,2000,1600,1401,0
556,630000,Female,University,Married,47,0,0,0,37850,68187,38187,1207,2632,0
557,160000,Female,Graduate,Married,33,-2,-2,-2,5233,5393,5401,1829,350,0
558,110000,Female,University,Single,32,0,0,2,65299,74565,11000,5800,3200,0
559,20000,Male,University,Single,29,0,0,0,17208,18419,2055,0,0,0
560,210000,Female,High_School,Married,53,0,0,0,57192,58472,2800,2753,2400,0
561,270000,Male,Graduate,Single,34,-1,-1,0,5780,12006,12006,5736,6621,0
562,360000,Female,University,Single,52,-2,-2,-2,640,2113,2231,0,1005,0
563,60000,Female,University,Married,42,-1,-1,-1,631,2790,2790,1758,416,0
564,360000,Male,University,Single,38,-1,0,0,108351,111201,8005,8004,5000,0
565,390000,Female,Graduate,Single,45,2,2,2,834,155,1,1693,6940,0
566,250000,Female,High_School,Single,35,-2,-2,-2,7244,8472,8514,1751,6739,0
567,90000,Female,Graduate,Single,24,0,0,0,13141,14526,1600,1500,3000,1
568,360000,Male,Graduate,Single,28,-1,-1,-1,7071,401,1510,3575,10573,0
569,50000,Male,High_School,Single,26,0,0,0,35429,30626,1537,1947,800,0
570,270000,Female,Graduate,Married,40,0,0,0,18751,5706,1000,0,0,0
571,200000,Female,Graduate,Single,29,1,-1,-1,55788,8360,8394,4927,5089,0
572,50000,Female,University,Single,23,0,0,0,49809,50364,2040,2766,1690,0
573,350000,Male,Graduate,Single,33,-1,-1,-1,10900,10478,10530,0,0,0
574,160000,Female,University,Single,60,-2,-1,-1,3128,5156,5156,1089,0,1
575,80000,Female,High_School,Married,49,-1,-1,-1,3367,4641,4641,2290,1459,0
576,290000,Male,Graduate,Married,53,2,0,0,279610,282024,13000,10200,10265,1
577,270000,Female,Graduate,Single,28,-1,-1,-1,475,475,475,5691,34000,0
578,80000,Male,Graduate,Single,31,-1,-1,-1,5994,32223,13647,8314,4082,0
579,50000,Male,University,Single,36,0,0,0,5197,6015,1300,1100,1000,0
580,30000,Male,University,Married,35,-2,-1,-1,7797,2687,2687,8765,3390,0
581,30000,Male,University,Single,28,1,-1,-1,0,780,780,0,0,1
582,90000,Male,University,Single,33,-1,0,0,35785,29155,15155,5485,5263,0
583,160000,Male,Graduate,Single,26,-1,-1,-1,1433,3746,3757,30348,1044,0
584,80000,Female,High_School,Single,53,0,0,0,77766,77954,4000,2374,2007,0
585,50000,Male,University,Single,42,0,0,0,50300,50898,2200,1600,1700,0
586,20000,Female,Graduate,Single,25,0,0,0,14603,15661,1600,1300,600,0
587,220000,Male,Graduate,Married,43,1,-2,-2,0,0,0,0,0,1
588,210000,Male,High_School,Single,25,-1,-1,2,8817,23634,23776,0,9631,1
589,130000,Female,University,Single,29,0,0,0,131575,130931,6700,6000,1291,0
590,260000,Female,University,Married,31,-1,-1,0,5841,23194,23194,50000,11500,0
591,230000,Female,Graduate,Married,30,0,0,0,30341,25981,5000,5000,65840,0
592,160000,Male,Graduate,Single,34,0,0,0,83255,83912,4000,3924,3200,0
593,50000,Male,Graduate,Married,35,0,0,0,34976,6018,1127,1074,215,0
594,80000,Male,University,Married,32,0,0,0,48747,45955,2145,1844,2009,0
595,110000,Male,High_School,Single,46,0,0,0,56700,57875,2681,2724,2287,0
596,200000,Male,Graduate,Married,43,0,0,0,144678,140804,5090,5014,5009,0
597,360000,Male,University,Single,29,0,0,0,268112,263368,9429,8738,7017,0
598,210000,Female,High_School,Single,31,1,-2,-2,0,0,0,0,0,0
599,80000,Female,University,Single,24,2,0,0,79243,75254,3249,3000,5000,0
600,300000,Female,University,Married,36,-1,-1,2,-475,5191,10000,0,0,1
601,310000,Female,University,Married,43,0,0,0,23396,24182,1426,1379,867,0
602,30000,Male,High_School,Married,59,-1,-1,-1,390,390,390,390,390,1
603,170000,Male,Graduate,Married,53,0,0,0,17862,17927,1323,1196,544,0
604,140000,Female,University,Single,28,2,2,2,26450,28823,3007,0,924,0
605,180000,Female,University,Single,31,1,-2,-2,0,0,0,0,0,0
606,50000,Male,Graduate,Single,34,1,2,2,22746,22099,0,2700,0,0
607,50000,Female,University,Married,36,0,0,0,9214,10359,1351,1500,150,0
608,110000,Female,Graduate,Single,24,0,0,0,40882,35428,2000,5000,5000,0
609,450000,Female,High_School,Married,36,-2,-2,-2,3996,9120,9120,8528,0,0
610,200000,Female,University,Married,34,-1,-1,-1,390,390,390,390,561,0
611,220000,Male,Graduate,Single,43,0,0,-1,44177,25736,1006,32906,18900,0
612,360000,Female,Graduate,Single,29,0,0,-2,3280,0,0,0,0,1
613,50000,Male,University,Married,37,0,0,0,48226,48727,2000,1684,1601,0
614,40000,Male,University,Single,23,2,2,0,36650,29541,0,1435,955,0
615,190000,Female,University,Married,37,1,2,2,115049,117856,6000,5000,0,0
616,150000,Male,Graduate,Single,33,0,0,0,21724,23168,2100,1200,965,0
617,200000,Female,Graduate,Married,37,1,-2,-2,0,0,0,0,0,0
618,270000,Female,University,Married,56,0,0,0,137807,123769,5000,5000,3953,0
619,60000,Male,Graduate,Single,25,0,0,0,58839,53235,2018,1900,2000,0
620,200000,Female,University,Married,39,0,0,0,80833,79100,3315,3088,2572,0
621,150000,Female,University,Married,39,0,0,0,36146,36184,3000,3000,3000,0
622,180000,Female,University,Single,28,-1,-1,-1,340,-120,0,1000,500,0
623,90000,Female,Graduate,Single,27,0,0,-2,7624,0,0,0,0,0
624,360000,Female,University,Married,37,1,-2,-2,0,0,0,0,0,0
625,90000,Female,Graduate,Single,24,-1,-1,-2,491,0,0,0,0,0
626,20000,Female,University,Single,24,0,0,0,13168,13888,1237,1249,1265,0
627,70000,Male,Graduate,Married,46,0,0,0,60040,55274,2600,1800,2000,0
628,230000,Male,Graduate,Married,39,-1,-1,-1,660,660,660,660,660,0
629,30000,Male,High_School,Married,48,0,0,0,29434,28960,1465,2000,1033,0
630,200000,Female,High_School,Single,45,-1,-1,-1,4430,7182,7193,3855,3411,0
631,100000,Male,High_School,Single,49,-1,-1,-2,1440,0,0,0,0,0
632,50000,Female,University,Single,23,0,0,0,26795,28056,2000,2000,2000,0
633,20000,Female,High_School,Married,25,0,0,0,16591,16442,1155,1000,0,0
634,210000,Female,University,Married,47,-2,-2,-2,0,0,0,0,0,0
635,110000,Male,High_School,Married,56,0,0,0,46486,35758,4086,1428,1318,0
636,20000,Female,High_School,Married,44,-1,-1,-1,550,228,228,0,228,0
637,50000,Female,High_School,Married,49,0,0,0,5630,6629,1107,1000,1000,0
638,50000,Male,University,Married,41,0,0,0,21986,21520,1362,1294,682,0
